DMR_ID;CA;ECO;T_DEM_LIB_CLIENT;DATE_DECISION;RESULTAT_SIMPLIFIE;SUITE_DONNEE_SIMPLIFIEE
17412425;6255,26;28433;TJ;01-12-2021;POSITIF;Pas Appel
17416416;56795,4;189318;TJ Médical;26-05-2021;POSITIF;Pas Appel
17416776;94065,9;313553;CA;23-03-2021;NEGATIF;Pas Appel
17416893;11100;37000;CA;30-03-2021;NEGATIF;Pas Appel
17421959;;;TJ Médical;06-01-2021;POSITIF;Pas Appel
17422065;26053,2;86844;CA;01-03-2021;NEGATIF;Pas Appel
17423185;24798;99192;CRA;06-05-2021;POSITIF;Pas Appel
17423281;26478,9;88263;TJ Médical;21-07-2021;NEGATIF;Pas Appel
17423522;14432,94;80183;CNIT Médical;29-06-2022;NEGATIF;Pas Appel
17424669;5670;31500;TJ;30-03-2021;NEGATIF;Pas Appel
17424901;10660,76;48458;TJ;30-06-2021;POSITIF;Pas Appel
17425417;7376,94;40983;CA;26-11-2021;NEGATIF;Pas Appel
17425485;2326,79;13687;TJ Médical;26-05-2021;POSITIF;Pas Appel
17428712;10534,26;47883;TJ;12-02-2021;NEGATIF;Pas Appel
17429250;7015,92;29233;TJ;09-05-2022;NEGATIF;Pas Appel
17429692;0;0;CNIT Médical;20-10-2021;NEGATIF;Pas Appel
17431258;14113,8;94092;TJ Médical;06-07-2021;NEGATIF;Pas Appel
17431386;5388,416;24492,8;TJ Médical;03-05-2021;POSITIF;Pas Appel
17432466;8368,02;46489;TJ Médical;15-12-2021;POSITIF;Pas Appel
17433952;15896,8;79484;CNIT Médical;06-05-2022;NEGATIF;Pas Appel
17434130;8325,275;47573;TJ;26-05-2021;NEGATIF;Pas Appel
17434695;10911,78;49599;CA;16-06-2021;POSITIF;Pas Appel
17434917;6119,96;43714;CA;17-12-2021;POSITIF;Pas Appel
17437746;34379,25;149475;CNIT Médical;24-06-2022;NEGATIF;Pas Appel
17439799;7146;23820;TJ;07-05-2021;NEGATIF;Pas Appel
17441785;4609;20950;TJ;08-04-2022;POSITIF;Pas Appel
17441819;9027,75475;51587,17;CA;18-06-2021;POSITIF;Pas Appel
17442602;28353,9;94513;CNIT Médical;19-01-2022;POSITIF;Pas Appel
17442893;30643,14;139287;TJ Médical;19-04-2021;POSITIF;Pas Appel
17443135;21712,46;98693;TJ;15-11-2021;NEGATIF;Pas Appel
17444134;18124,92;78804;TJ;29-11-2021;POSITIF;Pas Appel
17444527;56795,4;189318;TJ Médical;26-05-2021;POSITIF;Pas Appel
17445038;6954,4;34772;CA;10-03-2022;NEGATIF;Pas Appel
17445232;;;CNIT Tarification;29-07-2021;POSITIF;Pas Appel
17445439;902;2255;CA Médical;28-01-2021;POSITIF;Pas Appel
17445695;28066,01875;160377,25;TJ Médical;12-04-2021;POSITIF;Pas Appel
17447744;15760,8;52536;CNIT Médical;17-06-2022;POSITIF;Pas Appel
17447812;3540,24;19668;CA;03-09-2021;POSITIF;Pas Appel
17448060;13915,53;51539;TJ Médical;12-07-2022;POSITIF;Pas Appel
17448507;0;0;TJ Médical;30-07-2021;NEGATIF;Pas Appel
17449441;0;0;CNIT Médical;10-11-2021;NEGATIF;Pas Appel
17450219;2903,58;16131;TJ Médical;02-03-2022;POSITIF;Pas Appel
17450700;44013;146710;CA;08-06-2021;POSITIF;Pas Appel
17450951;7095;23650;TJ;26-05-2021;POSITIF;Pas Appel
17452522;11573,8038;42865,94;TJ;08-09-2021;POSITIF;Pas Appel
17454124;;;CNIT Médical;11-04-2022;POSITIF;Pas Appel
17454225;29352,3;97841;CA;25-03-2022;POSITIF;Pas Appel
17456627;38306,7;127689;TJ Médical;11-07-2022;POSITIF;Pas Appel
17457279;3740,66;26719;TJ;30-03-2022;POSITIF;Pas Appel
17457341;13138,75;52555;TJ;08-03-2022;NEGATIF;Pas Appel
17457357;1492,2537;7105,97;CNIT Tarification;10-03-2021;POSITIF;Pas Appel
17457865;5850;39000;TJ;29-06-2022;POSITIF;Pas Appel
17458639;;;TJ;09-05-2022;POSITIF;Pas Appel
17458677;,9;3;TJ;09-05-2022;NEGATIF;Pas Appel
17458711;5586,1;21485;CA;23-02-2021;NEGATIF;Pas Appel
17459213;9599,4;31998;TJ;13-12-2021;POSITIF;Pas Appel
17459242;13742,1;45807;TJ;13-12-2021;POSITIF;Pas Appel
17459269;8576,4;28588;TJ;14-03-2022;POSITIF;Pas Appel
17459283;11331,3;37771;TJ;08-02-2021;POSITIF;Pas Appel
17461401;4787,3;13678;TJ;24-06-2022;NEGATIF;Pas Appel
17461641;17820,6;59402;TJ Médical;08-02-2022;NEGATIF;Pas Appel
17462586;3576,2;71524;TJ Médical;04-10-2021;NEGATIF;Pas Appel
17463896;2359,11;10257;TJ;31-08-2021;NEGATIF;Pas Appel
17464141;8948,45;25567;TJ;12-05-2021;NEGATIF;Pas Appel
17464216;138838,8;462796;CNIT Tarification;24-03-2021;POSITIF;Pas Appel
17464298;11735,46;53343;TJ Médical;29-07-2021;POSITIF;Pas Appel
17465126;9979,4;49897;TJ;02-09-2021;POSITIF;Pas Appel
17465480;13041,75;52167;TJ;27-09-2021;POSITIF;Pas Appel
17466780;750;3000;TJ;01-02-2022;POSITIF;Pas Appel
17466793;13690,32;48894;TJ Médical;11-06-2021;NEGATIF;Pas Appel
17466839;29610;84600;CNIT Médical;12-07-2022;POSITIF;Pas Appel
17466873;4394;17576;CA;28-03-2022;NEGATIF;Pas Appel
17467011;11636,64;48486;TJ;27-01-2022;POSITIF;Pas Appel
17467691;0;0;TJ;03-11-2021;POSITIF;Pas Appel
17467713;16658,8275;47596,65;TJ;03-11-2021;POSITIF;Pas Appel
17469821;8259,4;41297;TJ;11-05-2021;POSITIF;Pas Appel
17469827;8685,2;43426;TJ;11-05-2021;NEGATIF;Pas Appel
17469890;7997,4;39987;TJ;27-08-2021;NEGATIF;Pas Appel
17470092;11493,33;49971;TJ;12-04-2021;POSITIF;Pas Appel
17470673;4916,52;35118;TJ;27-05-2021;NEGATIF;Pas Appel
17471606;26292,9;87643;TJ;27-05-2021;POSITIF;Pas Appel
17471898;14107,6;70538;TJ Médical;28-10-2021;POSITIF;Pas Appel
17472047;31904,1;106347;TJ Médical;29-03-2022;NEGATIF;Pas Appel
17472441;24314,85;69471;CA;07-10-2021;NEGATIF;Pas Appel
17472711;17870,65;51059;CA;08-02-2021;POSITIF;Pas Appel
17480342;11727,3;39091;CNIT Médical;16-05-2022;POSITIF;Pas Appel
17482953;5379,88;24454;TJ;17-12-2021;POSITIF;Pas Appel
17483341;14292,18;52934;TJ Médical;15-10-2021;NEGATIF;Pas Appel
17485329;4701,06;26117;TJ Médical;30-07-2021;NEGATIF;Pas Appel
17485957;;;CA;23-09-2021;NEGATIF;Pas Appel
17490543;4370,94;24283;TJ Médical;11-01-2021;NEGATIF;Pas Appel
17493136;52225,6;261128;TJ Médical;25-11-2021;POSITIF;Pas Appel
17494282;11824,34;53747;TJ;27-05-2021;NEGATIF;Pas Appel
17498770;56981,4;189938;CA;27-01-2022;NEGATIF;Pas Appel
17499341;10297,14;49034;TJ;24-03-2021;POSITIF;Pas Appel
17500125;11465,52;52116;TJ;22-03-2022;NEGATIF;Pas Appel
17507164;1,35;3;CRA;09-06-2022;NEGATIF;Pas Appel
17508509;1000;5000;CNIT Médical;13-06-2022;POSITIF;Pas Appel
17508844;12451,5;49806;CA;03-12-2021;NEGATIF;Pas Appel
17511549;29036,052;96786,84;CA;23-09-2021;POSITIF;Pas Appel
17512179;18668,9448;69144,24;CNIT Médical;04-05-2022;POSITIF;Pas Appel
17512854;21671,4;72238;CNIT Médical;23-09-2021;POSITIF;Pas Appel
17512955;0;0;CNIT Médical;16-05-2022;NEGATIF;Pas Appel
17520109;11884,48;74278;CNIT Médical;05-01-2022;POSITIF;Pas Appel
17520449;12600;36000;CNIT Médical;24-02-2022;POSITIF;Pas Appel
17530340;23684,76;107658;CNIT Médical;01-06-2022;POSITIF;Pas Appel
17533188;15269,04;84828;CNIT Médical;15-06-2022;NEGATIF;Pas Appel
17537114;835,24;5966;TJ Médical;27-05-2021;POSITIF;Pas Appel
17539396;14112,35;40321;TJ;08-03-2022;NEGATIF;Pas Appel
17543300;15206,4;33792;CA;08-04-2021;POSITIF;Pas Appel
17543504;12286,8;40956;TJ;18-07-2022;POSITIF;Pas Appel
17544428;0;0;CA Médical;14-01-2022;POSITIF;Pas Appel
17545412;2442,4;12212;TJ;01-01-2021;NEGATIF;Pas Appel
17547818;10851,2;54256;TJ;01-07-2022;POSITIF;Pas Appel
17548399;33669;134676;CA;17-01-2022;POSITIF;Pas Appel
17548650;2053,2;10266;TJ Médical;22-10-2021;NEGATIF;Pas Appel
17549427;10306,2;34354;TJ;06-12-2021;NEGATIF;Pas Appel
17549828;3419,1;18995;TJ;31-05-2021;POSITIF;Pas Appel
17550897;4503,6;15012;CA;12-03-2021;POSITIF;Pas Appel
17551417;3415,86;24399;TJ;04-02-2022;NEGATIF;Pas Appel
17553141;12015,0932;54614,06;CA;07-02-2022;POSITIF;Pas Appel
17554981;6004,65;40031;TJ;14-01-2021;NEGATIF;Pas Appel
17565391;4636,275;26493;TJ;24-01-2022;POSITIF;Pas Appel
17566483;15102,2;75511;TJ Médical;13-01-2021;POSITIF;Pas Appel
17568820;9631,2;48156;CA;07-10-2021;NEGATIF;Pas Appel
17571286;;;TJ Médical;15-03-2021;POSITIF;Pas Appel
17572607;6679,44;37108;TJ;02-09-2021;POSITIF;Pas Appel
17574141;15394,4;76972;TJ;16-09-2021;POSITIF;Pas Appel
17579249;11579,25;46317;TJ;09-02-2022;NEGATIF;Pas Appel
17583381;23885,84;108572;TJ Médical;03-11-2021;POSITIF;Pas Appel
17583796;4755;23775;TJ;03-06-2021;NEGATIF;Pas Appel
17599424;12057;60285;TJ Médical;19-04-2021;NEGATIF;Pas Appel
17599613;23504,85;156699;TJ Médical;07-03-2022;NEGATIF;Pas Appel
17600017;1465,76;9161;CRA;19-07-2021;NEGATIF;Pas Appel
17600426;11752,5;78350;TJ Médical;23-05-2022;NEGATIF;Pas Appel
17602633;7762,6;38813;TJ;08-02-2021;NEGATIF;Pas Appel
17602856;3450;15000;TJ Médical;17-05-2022;POSITIF;Pas Appel
17603002;21000;75000;TJ Médical;21-10-2021;POSITIF;Pas Appel
17605352;13493,1;44977;TJ;28-09-2021;POSITIF;Pas Appel
17608847;5133,99;27021;TJ;07-09-2021;POSITIF;Pas Appel
17619461;7115,2;35576;TJ;15-11-2021;POSITIF;Pas Appel
17623859;18764,581;85293,55;TJ Médical;19-11-2021;POSITIF;Pas Appel
17628409;10786,86;59927;TJ Médical;08-09-2021;POSITIF;Pas Appel
17628577;15148;30296;TJ;04-04-2022;POSITIF;Pas Appel
17628695;22045,32;116028;TJ;09-09-2021;POSITIF;Pas Appel
17628989;3626,56;12952;TJ;12-04-2021;POSITIF;Pas Appel
17631466;23036,04;127978;TJ;03-06-2022;POSITIF;Pas Appel
17631571;11612,8;72580;TJ Médical;11-01-2021;NEGATIF;Pas Appel
17631878;40793,92;127481;TJ Médical;24-05-2022;NEGATIF;Pas Appel
17633574;17862,12;96552;TJ Médical;23-02-2021;POSITIF;Pas Appel
17637888;93193;186386;TJ Médical;03-05-2021;NEGATIF;Pas Appel
17638402;800,52;5718;TJ Médical;06-04-2021;NEGATIF;Pas Appel
17639683;2445,12;13584;TJ;24-09-2021;POSITIF;Pas Appel
17643113;83802,747;279342,49;TJ;19-02-2021;POSITIF;Pas Appel
17643188;3431,4;11438;CA;28-01-2022;NEGATIF;Pas Appel
17643244;19829,7;66099;TJ;19-05-2022;NEGATIF;Pas Appel
17646517;9807,8;49039;TJ Médical;03-05-2021;POSITIF;Pas Appel
17647341;0;0;TJ;13-04-2021;POSITIF;Pas Appel
17648410;13871,25;55485;TJ;14-01-2022;POSITIF;Pas Appel
17650102;3411,6;14215;TJ;27-05-2021;NEGATIF;Pas Appel
17653742;17140;68560;TJ Médical;16-02-2021;POSITIF;Pas Appel
17654074;20831,1;69437;TJ Médical;24-02-2021;NEGATIF;Pas Appel
17655815;9096,2;45481;TJ;03-11-2021;NEGATIF;Pas Appel
17657543;25870,4094;117592,77;CA;14-01-2021;POSITIF;Pas Appel
17669976;13538,25;54153;TJ;24-02-2021;NEGATIF;Pas Appel
17671418;13000;52000;TJ;29-06-2022;POSITIF;Pas Appel
17673746;16835,7;80170;TJ;12-07-2021;POSITIF;Pas Appel
17677422;15177,75;43365;TJ;18-01-2022;NEGATIF;Pas Appel
17678800;3538,5;14154;TJ Médical;12-07-2022;NEGATIF;Pas Appel
17680531;15432,1618;70146,19;TJ;20-08-2021;POSITIF;Pas Appel
17684599;6778;33890;TJ;14-02-2022;POSITIF;Pas Appel
17685449;9633,6;30105;CA;24-06-2021;NEGATIF;Pas Appel
17692637;10252;51260;TJ Médical;19-11-2021;POSITIF;Pas Appel
17696645;132637,5;982500;CA Tarification;25-02-2022;POSITIF;Pas Appel
17702181;83200;208000;CA;15-12-2021;NEGATIF;Pas Appel
17710071;750,42;3411;CARSAT;18-05-2021;POSITIF;Pas Appel
17712131;30310,72;94721;CA;15-04-2021;POSITIF;Pas Appel
17712583;12458,34;46142;TJ;04-02-2021;NEGATIF;Pas Appel
17717229;32439,22;147451;TJ;04-07-2022;NEGATIF;Pas Appel
17719474;11433,9;38113;TJ;26-01-2021;NEGATIF;Pas Appel
17720402;9812,12;47864;TJ;07-01-2022;NEGATIF;Pas Appel
17721607;14583,8;72919;CA Médical;02-12-2021;NEGATIF;Pas Appel
17721742;10600;53000;TJ Médical;19-11-2021;NEGATIF;Pas Appel
17722085;;;CA;15-12-2021;NEGATIF;Pas Appel
17723880;28505,757;95019,19;TJ Médical;22-03-2021;POSITIF;Pas Appel
17725485;,66;3;TJ;15-04-2022;POSITIF;Pas Appel
17726295;20325,55;58073;TJ;17-02-2021;NEGATIF;Pas Appel
17727626;8620,15;49258;TJ;15-10-2021;POSITIF;Pas Appel
17729735;1636,14;7437;TJ;09-03-2021;POSITIF;Pas Appel
17733304;1257,41;5467;CRA;01-01-2022;NEGATIF;Pas Appel
17741217;10387,52;47216;CARSAT;19-05-2021;NEGATIF;Pas Appel
17741271;10387,52;47216;CARSAT;19-05-2021;NEGATIF;Pas Appel
17741323;10387,52;47216;CARSAT;19-05-2021;NEGATIF;Pas Appel
17741636;3531,96725;20182,67;TJ Médical;28-01-2021;NEGATIF;Pas Appel
17741794;23129,1;77097;TJ;27-05-2021;POSITIF;Pas Appel
17741873;38124,45;97755;TJ;03-09-2021;POSITIF;Pas Appel
17742015;14622,3;48741;TJ;31-05-2022;POSITIF;Pas Appel
17746508;12200,4;40668;TJ;01-06-2021;NEGATIF;Pas Appel
17746604;22175,5578;100797,99;CARSAT;22-02-2022;POSITIF;Pas Appel
17747036;11940;39800;TJ;01-06-2021;NEGATIF;Pas Appel
17747824;16465,4116;74842,78;CARSAT;22-02-2022;POSITIF;Pas Appel
17751438;4197,3;13991;TJ;03-03-2021;NEGATIF;Pas Appel
17755167;4810;18500;TJ;12-04-2022;POSITIF;Pas Appel
17755249;6290,25;25161;TJ;20-05-2022;POSITIF;Pas Appel
17755421;6196,05;41307;TJ;24-03-2022;POSITIF;Pas Appel
17756242;49842,5;199370;TJ;15-06-2022;NEGATIF;Pas Appel
17756831;8783,5;39925;TJ;11-04-2022;POSITIF;Pas Appel
17758545;3224,25;12897;CA;11-03-2022;POSITIF;Pas Appel
17762435;8783,5;39925;TJ;11-04-2022;POSITIF;Pas Appel
17762963;6445,92;40287;TJ;12-10-2021;POSITIF;Pas Appel
17764329;13112,4;46830;CRA;17-01-2022;NEGATIF;Pas Appel
17764559;24935,22;108414;TJ Médical;30-09-2021;NEGATIF;Pas Appel
17764690;7389,36;33588;TJ;09-03-2021;POSITIF;Pas Appel
17766976;;;CRA;16-06-2022;NEGATIF;Pas Appel
17771116;12542,95;35837;CA;27-04-2022;POSITIF;Pas Appel
17771306;16969,68;60606;TJ;16-06-2021;NEGATIF;Pas Appel
17771406;15950,2;113930;TJ;13-04-2022;POSITIF;Pas Appel
17772735;7465,85;21331;TJ;12-02-2021;POSITIF;Pas Appel
17772983;14301,9;47673;CNIT Médical;25-02-2022;NEGATIF;Pas Appel
17773101;5864,16;36651;CRA;19-05-2021;NEGATIF;Pas Appel
17774822;14367,18;62466;TJ;25-11-2021;NEGATIF;Pas Appel
17778134;16996,14;94423;TJ;28-06-2021;NEGATIF;Pas Appel
17782969;4218,285;20577;CA;26-03-2021;NEGATIF;Pas Appel
17783360;8386,18;38119;TJ;11-04-2022;POSITIF;Pas Appel
17783808;21151,8;105759;TJ;15-07-2022;POSITIF;Pas Appel
17784758;100710;335700;TJ;04-07-2022;NEGATIF;Pas Appel
17784926;8083,66;31091;TJ;08-10-2021;POSITIF;Pas Appel
17784961;21569,8;77035;TJ;13-07-2022;NEGATIF;Pas Appel
17785759;5790,02;25174;TJ;01-06-2021;POSITIF;Pas Appel
17786018;4690,6;23453;TJ;17-11-2021;POSITIF;Pas Appel
17788283;2027,52;9216;CRA;22-07-2022;NEGATIF;Pas Appel
17789883;10818,72;60104;TJ;30-11-2021;POSITIF;Pas Appel
17791555;15883,5;52945;TJ;27-05-2021;NEGATIF;Pas Appel
17795348;132396,6;756552;TJ;08-02-2021;NEGATIF;Pas Appel
17799792;0;0;TJ Médical;03-08-2021;NEGATIF;Pas Appel
17803598;4500;15000;TJ;08-01-2021;POSITIF;Pas Appel
17804421;8100;27000;TJ;10-09-2021;POSITIF;Pas Appel
17804628;36547,5;121825;CA;18-01-2022;POSITIF;Pas Appel
17810595;12302,4;55920;TJ;22-03-2022;POSITIF;Pas Appel
17811655;78689,5;157379;TJ;10-05-2021;POSITIF;Pas Appel
17812043;10290,33;47862;TJ;31-05-2022;NEGATIF;Pas Appel
17813441;35079,2;87698;CA Médical;04-05-2022;NEGATIF;Pas Appel
17815803;12204,08;43586;TJ;08-04-2021;POSITIF;Pas Appel
17815931;14542,08;45444;TJ;06-05-2021;POSITIF;Pas Appel
17815990;12330,12;56046;CA;03-06-2022;NEGATIF;Pas Appel
17817510;7101,92;50728;TJ;21-01-2022;NEGATIF;Pas Appel
17817599;9194,1;30647;TJ;02-02-2022;NEGATIF;Pas Appel
17819475;990,44;4502;TJ;11-04-2022;POSITIF;Pas Appel
17821886;15177,75;43365;TJ;12-02-2021;NEGATIF;Pas Appel
17823739;9959,19225;56909,67;TJ;09-02-2021;POSITIF;Pas Appel
17824138;17241,84;78372;TJ;28-05-2021;POSITIF;Pas Appel
17825045;141428,27;831931;TJ;08-11-2021;NEGATIF;Pas Appel
17826425;1603;5725;CA;22-11-2021;POSITIF;Pas Appel
17829189;7055,8;35279;TJ;08-01-2021;NEGATIF;Pas Appel
17830140;38759,82;176181;CMRA;15-11-2021;NEGATIF;Pas Appel
17830295;2551,8;8506;CA;26-11-2021;NEGATIF;Pas Appel
17834467;8948,25;35793;TJ;28-06-2021;NEGATIF;Pas Appel
17834906;;;CA;02-06-2022;POSITIF;Pas Appel
17840386;6876,54;38203;TJ;03-12-2021;NEGATIF;Pas Appel
17844979;5716,26;25983;TJ;14-01-2021;POSITIF;Pas Appel
17847671;11785,6;58928;TJ;28-07-2021;NEGATIF;Pas Appel
17849086;16774,4;41936;TJ Médical;17-01-2022;POSITIF;Pas Appel
17851345;5722,22;40873;TJ;13-04-2022;POSITIF;Pas Appel
17854487;9719;38876;CA;08-10-2021;POSITIF;Pas Appel
17863239;11044,2;36814;TJ;30-04-2021;NEGATIF;Pas Appel
17881304;19320;69000;CA Tarification;01-01-2021;NEGATIF;Pas Appel
17885268;8048,6;40243;TJ;26-04-2021;NEGATIF;Pas Appel
17891342;12666;42220;TJ;23-12-2021;POSITIF;Pas Appel
17893925;6998,24;43739;TJ;12-11-2021;POSITIF;Pas Appel
17894173;12757,99;75047;TJ Médical;13-01-2022;NEGATIF;Pas Appel
17894592;12877,2;64386;TJ Médical;06-09-2021;NEGATIF;Pas Appel
17895114;5536,3;31636;TJ;21-01-2022;POSITIF;Pas Appel
17896801;9581,5008;35487,04;TJ;07-09-2021;POSITIF;Pas Appel
17897935;7207,2;20592;TJ;23-03-2021;NEGATIF;Pas Appel
17901426;8791,86;39963;TJ;13-06-2022;POSITIF;Pas Appel
17901443;10585,25;42341;CA;23-11-2021;NEGATIF;Pas Appel
17904378;12558,26;57083;TJ;25-05-2022;POSITIF;Pas Appel
17907513;22015,5;84675;TJ;23-06-2021;NEGATIF;Pas Appel
17910567;14096,7;31326;CA;06-01-2021;POSITIF;Pas Appel
17912129;9503,34;43197;TJ;08-09-2021;NEGATIF;Pas Appel
17913918;9630,56;41872;CA;10-11-2021;NEGATIF;Pas Appel
17914984;37192,4;106264;CA Médical;26-01-2021;NEGATIF;Pas Appel
17915844;7800;39000;TJ;01-02-2021;NEGATIF;Pas Appel
17916380;15541,8;51806;TJ;30-08-2021;POSITIF;Pas Appel
17919022;;;CA;09-09-2021;NEGATIF;Pas Appel
17921849;8945,2;44726;CA;10-12-2021;NEGATIF;Pas Appel
17926554;18543,75;74175;CA;17-03-2022;NEGATIF;Pas Appel
17930880;10378,06;90244;CA Médical;23-02-2022;NEGATIF;Pas Appel
17935902;8377,74;46543;CRA;15-05-2022;POSITIF;Pas Appel
17938531;24501,8;122509;TJ;27-01-2021;POSITIF;Pas Appel
17939957;6579,04;41119;CRA;01-03-2021;NEGATIF;Pas Appel
17941026;0;0;CA;25-04-2022;NEGATIF;Pas Appel
17942723;7091,0586;39394,77;TJ;08-03-2021;POSITIF;Pas Appel
17943024;171207;570690;TJ;01-02-2021;NEGATIF;Pas Appel
17943859;0;0;TJ;08-01-2021;POSITIF;Pas Appel
17944973;18018,57;62133;TJ;04-10-2021;POSITIF;Pas Appel
17945967;12907,25;51629;TJ;29-06-2022;POSITIF;Pas Appel
17946931;37620;171000;CA Médical;21-05-2021;POSITIF;Pas Appel
17948086;7326,18;40701;TJ;14-12-2021;NEGATIF;Pas Appel
17948115;0;0;TJ;05-07-2021;NEGATIF;Pas Appel
17949859;8886;35544;TJ;15-06-2021;POSITIF;Pas Appel
17953619;2751,57;10191;CA Médical;23-05-2022;NEGATIF;Pas Appel
17954460;66135,8;330679;CNIT Médical;29-06-2022;POSITIF;Pas Appel
17956787;30668;139400;CA Médical;31-03-2022;NEGATIF;Pas Appel
17957680;3946,8;19734;TJ;21-02-2022;NEGATIF;Pas Appel
17958196;8889,4785;50797,02;CARSAT;23-03-2021;POSITIF;Pas Appel
17959860;8069,87;42473;TJ;14-01-2021;NEGATIF;Pas Appel
17962076;10391,2092;38485,96;TJ;07-09-2021;POSITIF;Pas Appel
17963961;6349,99;33421;CA Médical;24-11-2021;NEGATIF;Pas Appel
17964763;13500,9;45003;TJ;01-01-2021;NEGATIF;Pas Appel
17965056;1928,32;12052;CA Médical;09-06-2021;NEGATIF;Pas Appel
17965310;7110,6;20316;TJ;14-12-2021;POSITIF;Pas Appel
17966300;5360,58;29781;TJ;21-05-2021;NEGATIF;Pas Appel
17970294;11877,3;39591;CA;25-11-2021;NEGATIF;Pas Appel
17975454;12642;63210;CMRA;18-11-2021;NEGATIF;Pas Appel
17975689;9195,6;30652;CA;12-01-2022;NEGATIF;Pas Appel
17976050;6960;24000;TJ;26-01-2022;NEGATIF;Pas Appel
17977287;6653,04;35016;TJ;19-11-2021;POSITIF;Pas Appel
17979347;0;0;CA Médical;12-01-2022;POSITIF;Pas Appel
17979461;14910;71000;TJ;07-06-2022;NEGATIF;Pas Appel
17983620;3191,75;12767;TJ;31-03-2022;POSITIF;Pas Appel
17986010;34184,92;155386;TJ;04-02-2022;NEGATIF;Pas Appel
17989162;0;0;TJ;06-09-2021;NEGATIF;Pas Appel
17994053;14602,41;54083;TJ;04-02-2021;NEGATIF;Pas Appel
17994462;12411,74;56417;TJ;28-01-2022;POSITIF;Pas Appel
17995138;12293,7;40979;TJ;03-06-2021;POSITIF;Pas Appel
17996869;;;CA;17-01-2022;NEGATIF;Pas Appel
17998399;8069,16;36678;TJ;23-02-2021;POSITIF;Pas Appel
17999906;38416,01;132469;CA;21-01-2022;NEGATIF;Pas Appel
18000060;12127,8;40426;CA;16-02-2021;NEGATIF;Pas Appel
18000928;10151,74;44138;TJ;24-06-2021;NEGATIF;Pas Appel
18008279;3085,06;14023;TJ;07-12-2021;NEGATIF;Pas Appel
18009990;4798,8;26660;TJ;04-05-2021;POSITIF;Pas Appel
18013129;0;0;CA;27-10-2021;NEGATIF;Pas Appel
18014212;;;TJ;05-08-2021;NEGATIF;Pas Appel
18014258;15341,75;61367;TJ;05-08-2021;NEGATIF;Pas Appel
18018976;9300;37200;CA;23-06-2022;POSITIF;Pas Appel
18018980;10937,5;31250;TJ;01-07-2022;POSITIF;Pas Appel
18019681;22534,12;80479;TJ Médical;13-07-2021;POSITIF;Pas Appel
18021419;45260,7;150869;CA;15-01-2021;NEGATIF;Pas Appel
18023577;16763,6;47896;TJ;12-03-2021;NEGATIF;Pas Appel
18024227;28822,75;115291;TJ;15-01-2021;POSITIF;Pas Appel
18024471;3834,32;13694;CA;16-12-2021;POSITIF;Pas Appel
18024844;16500;55000;TJ Médical;20-07-2021;NEGATIF;Pas Appel
18025322;51682,32;287124;TJ;14-06-2022;POSITIF;Pas Appel
18026165;;;CA Médical;17-02-2022;POSITIF;Pas Appel
18026201;9657,9;53655;TJ;14-06-2022;NEGATIF;Pas Appel
18026579;5707,6;30040;TJ Médical;07-03-2022;POSITIF;Pas Appel
18027050;13152,3534;73068,63;TJ Médical;02-09-2021;POSITIF;Pas Appel
18027544;9496,75;37987;CA;20-05-2021;NEGATIF;Pas Appel
18027932;11252,52;41676;CRA;22-03-2022;NEGATIF;Pas Appel
18028690;8149,2;27164;TJ;04-02-2021;NEGATIF;Pas Appel
18028975;4500;15000;TJ Médical;08-01-2021;POSITIF;Pas Appel
18029878;27000;90000;CA Médical;01-07-2021;NEGATIF;Pas Appel
18030727;1573,05;10487;CA Médical;12-05-2022;NEGATIF;Pas Appel
18031584;17121,72;77826;TJ Médical;07-01-2021;NEGATIF;Pas Appel
18031627;2816,31;13411;TJ;22-03-2021;NEGATIF;Pas Appel
18031835;13804;49300;CA;22-04-2022;NEGATIF;Pas Appel
18033451;15151,6;75758;TJ Médical;07-07-2021;POSITIF;Pas Appel
18035276;6252,62;28421;TJ;10-03-2021;POSITIF;Pas Appel
18037766;11075,52;46148;TJ;27-05-2021;NEGATIF;Pas Appel
18037902;11582,0479;50356,73;TJ;21-06-2021;POSITIF;Pas Appel
18038636;13986,99;60813;TJ Médical;08-07-2022;NEGATIF;Pas Appel
18039794;6314,49;30069;TJ;18-11-2021;POSITIF;Pas Appel
18040129;10800;36000;TJ;11-02-2021;NEGATIF;Pas Appel
18040449;0;0;TJ;20-01-2022;NEGATIF;Pas Appel
18040504;20278,2;67594;TJ Médical;09-03-2021;NEGATIF;Pas Appel
18040505;37298,04;143454;TJ;18-06-2021;POSITIF;Pas Appel
18041828;9225,48;41934;CA;14-12-2021;NEGATIF;Pas Appel
18042815;13077,4;37364;TJ;06-01-2021;NEGATIF;Pas Appel
18043954;14803,32;52869;TJ;25-03-2021;NEGATIF;Pas Appel
18046763;32579,12;116354;CA Médical;15-04-2022;NEGATIF;Pas Appel
18048587;44349,174;147830,58;TJ;09-12-2021;POSITIF;Pas Appel
18049859;0;0;TJ;07-02-2022;NEGATIF;Pas Appel
18049987;8139,3;54262;TJ;04-03-2021;POSITIF;Pas Appel
18051408;17189,924;51544;TJ Médical;17-11-2021;POSITIF;Pas Appel
18057104;9716,96;44168;TJ;01-07-2022;POSITIF;Pas Appel
18057446;7709,04;42828;CRA;09-09-2021;POSITIF;Pas Appel
